TrH2_TrispH2_004461-RA	HoiH23_PlH23_009112-RA
HoiH23_PlH23_007290	Hhon_g04668.t1
Hhon_g04668.t1	TrH2_TrispH2_003314
Tadh_TriadG57237	TrH2_TrispH2_003316
Tadh_TriadG57237	Hhon_g04670.t1
Hhon_g04670.t1	TrH2_TrispH2_003316
HoiH23_PlH23_007292	Tadh_TriadG57237
HoiH23_PlH23_007292	TrH2_TrispH2_003316
HoiH23_PlH23_007292	Hhon_g04670.t1
Tadh_TriadG57239	TrH2_TrispH2_003318
Tadh_TriadG57239	Hhon_g04672.t1
Hhon_g04672.t1	TrH2_TrispH2_003318
HoiH23_PlH23_007294	TrH2_TrispH2_003318
HoiH23_PlH23_007294	Tadh_TriadG57239
HoiH23_PlH23_007294	Hhon_g04672.t1
Hhon_g03654.t1	TrH2_TrispH2_011604
Tadh_TriadG26257	Hhon_g03654.t1
Tadh_TriadG26257	Hhon_g04674.t1
Tadh_TriadG26257	TrH2_TrispH2_011604
Hhon_g04674.t1	Hhon_g03654.t1
Hhon_g04674.t1	TrH2_TrispH2_011604
HoiH23_PlH23_007295	Hhon_g03654.t1
HoiH23_PlH23_007295	Hhon_g04674.t1
HoiH23_PlH23_007295	Tadh_TriadG26257
HoiH23_PlH23_007295	TrH2_TrispH2_011604
Hhon_g03653.t1	TrH2_TrispH2_006622
Tadh_TriadG57241	TrH2_TrispH2_006622
Tadh_TriadG57241	Hhon_g03653.t1
HoiH23_PlH23_007296	TrH2_TrispH2_006622
HoiH23_PlH23_007296	Tadh_TriadG57241
HoiH23_PlH23_007296	Hhon_g03653.t1
Hhon_g03652.t1	TrH2_TrispH2_006623
Tadh_TriadG26283	Hhon_g03652.t1
Tadh_TriadG26283	TrH2_TrispH2_006623
HoiH23_PlH23_007297	Hhon_g03652.t1
HoiH23_PlH23_007297	TrH2_TrispH2_006623
HoiH23_PlH23_007297	Tadh_TriadG26283
Tadh_TriadG59321	TrH2_TrispH2_007360
Tadh_TriadG59321	Hhon_g06094.t1
Tadh_TriadG59321	Hhon_g09037.t1
HoiH23_PlH23_010112	Tadh_TriadG59321
HoiH23_PlH23_010112	TrH2_TrispH2_007360
HoiH23_PlH23_010112	Hhon_g06094.t1
HoiH23_PlH23_010112	Hhon_g09037.t1
Hhon_g09037.t1	TrH2_TrispH2_007360
Hhon_g09037.t1	Hhon_g06094.t1
Hhon_g06094.t1	TrH2_TrispH2_007360
HoiH23_PlH23_011615	Tadh_TriadG59321
HoiH23_PlH23_011615	TrH2_TrispH2_007360
HoiH23_PlH23_011615	Hhon_g06094.t1
HoiH23_PlH23_011615	Hhon_g09037.t1
Tadh_wf_g4886	TrH2_TrispH2_008500
Tadh_wf_g4886	Hhon_g04196.t1
Hhon_g04196.t1	TrH2_TrispH2_008500
HoiH23_PlH23_009314	Tadh_wf_g4886
HoiH23_PlH23_009314	TrH2_TrispH2_008500
HoiH23_PlH23_009314	Hhon_g04196.t1
Tadh_TriadG15366	TrH2_TrispH2_008497
Tadh_TriadG15366	Hhon_g04141.t1
Tadh_TriadG15366	Hhon_g04140.t1
Tadh_TriadG15366	Hhon_g04199.t1
HoiH23_PlH23_002062	Tadh_TriadG15366
HoiH23_PlH23_002062	TrH2_TrispH2_008497
HoiH23_PlH23_002062	Hhon_g04141.t1
HoiH23_PlH23_002062	Hhon_g04140.t1
Hhon_g04141.t1	TrH2_TrispH2_008497
Hhon_g04141.t1	Hhon_g04140.t1
Hhon_g04140.t1	TrH2_TrispH2_008497
Hhon_g04199.t1	TrH2_TrispH2_008497
HoiH23_PlH23_009317	Tadh_TriadG15366
HoiH23_PlH23_009317	TrH2_TrispH2_008497
HoiH23_PlH23_009318	Tadh_TriadG23413
Tadh_TriadG24452	TrH2_TrispH2_008496
Tadh_TriadG24452	Hhon_g11667.t1
Hhon_g11667.t1	TrH2_TrispH2_008496
HoiH23_PlH23_009319	Tadh_TriadG5569
HoiH23_PlH23_009319	Tadh_TriadG24452
HoiH23_PlH23_009319	TrH2_TrispH2_008496
HoiH23_PlH23_009319	Hhon_g11667.t1
Tadh_TriadG5569	Hhon_g11667.t1
Tadh_TriadG23455	TrH2_TrispH2_008495
Tadh_TriadG23455	Hhon_g11666.t1
HoiH23_PlH23_009320	Tadh_TriadG7742
HoiH23_PlH23_009320	Tadh_TriadG23455
HoiH23_PlH23_009320	TrH2_TrispH2_008495
HoiH23_PlH23_009320	Hhon_g11666.t1
Tadh_TriadG7742	TrH2_TrispH2_008495
Tadh_TriadG7742	Hhon_g11666.t1
Hhon_g11666.t1	TrH2_TrispH2_008495
Hhon_g11664.t1	TrH2_TrispH2_008493
Tadh_TriadG23790	Hhon_g11664.t1
Tadh_TriadG23790	TrH2_TrispH2_008493
HoiH23_PlH23_009321	Hhon_g11664.t1
HoiH23_PlH23_009321	TrH2_TrispH2_008493
HoiH23_PlH23_009321	Tadh_TriadG23790
Tadh_TriadG23787	TrH2_TrispH2_008492
HoiH23_PlH23_009322	TrH2_TrispH2_008492
HoiH23_PlH23_009322	Tadh_TriadG23787
HoiH23_PlH23_009323	TrH2_TrispH2_008491
HoiH23_PlH23_009323	Tadh_wf_g4877
Tadh_wf_g4877	TrH2_TrispH2_008491
HoiH23_PlH23_009324	Tadh_wf_g4876
HoiH23_PlH23_009324	TrH2_TrispH2_008490
Tadh_wf_g4876	TrH2_TrispH2_008490
Hhon_g06774.t1	TrH2_TrispH2_007800
Hhon_g06774.t1	HoiH23_PlH23_005072
Tadh_wf_g2790	Hhon_g06774.t1
Tadh_wf_g2790	TrH2_TrispH2_007800
Tadh_wf_g2790	HoiH23_PlH23_005072
HoiH23_PlH23_005072	TrH2_TrispH2_007800
HoiH23_PlH23_009325	Tadh_wf_g4875
HoiH23_PlH23_009325	TrH2_TrispH2_008489
Tadh_wf_g4875	TrH2_TrispH2_008489
Tadh_TriadG28310	Hhon_g04410.t1
Tadh_TriadG28310	TrH2_TrispH2_007098
Hhon_g04410.t1	TrH2_TrispH2_007098
HoiH23_PlH23_008960	Tadh_TriadG28310
HoiH23_PlH23_008960	Hhon_g04410.t1
HoiH23_PlH23_008960	TrH2_TrispH2_007098
HoiH23_PlH23_008962	Tadh_TriadG28240
HoiH23_PlH23_008962	TrH2_TrispH2_007100
Tadh_TriadG28240	Hhon_g04411.t1
Tadh_TriadG28240	TrH2_TrispH2_007100
HoiH23_PlH23_008961	Tadh_TriadG28240
HoiH23_PlH23_008961	TrH2_TrispH2_007100
HoiH23_PlH23_008961	Hhon_g04411.t1
Hhon_g04411.t1	TrH2_TrispH2_007100
HoiH23_PlH23_008966	TrH2_TrispH2_007104
HoiH23_PlH23_008966	Tadh_TriadG38015
HoiH23_PlH23_008966	Hhon_g04415.t1
Tadh_TriadG38015	TrH2_TrispH2_007104
Tadh_TriadG38015	Hhon_g04415.t1
Hhon_g04415.t1	TrH2_TrispH2_007104
Tadh_TriadG28218	TrH2_TrispH2_007106
Tadh_TriadG28218	Hhon_g04417.t1
HoiH23_PlH23_008968	TrH2_TrispH2_007106
HoiH23_PlH23_008968	Tadh_TriadG28218
HoiH23_PlH23_008968	Hhon_g04417.t1
Hhon_g04417.t1	TrH2_TrispH2_007106
Hhon_g11772.t1	HoiH23_PlH23_010726
HoiH23_PlH23_011255	Hhon_g11772.t1
HoiH23_PlH23_011255	HoiH23_PlH23_010726
TrH2_TrispH2_011019	TrH2_TrispH2_011018
Tadh_TriadG13360	Hhon_g10024.t1
Tadh_TriadG13360	HoiH23_PlH23_010627
Tadh_TriadG13360	Hhon_g10025.t1
Tadh_TriadG13360	HoiH23_PlH23_011891
TrH2_TrispH2_011017	HoiH23_PlH23_010627
TrH2_TrispH2_011017	HoiH23_PlH23_011891
HoiH23_PlH23_002893	Tadh_TriadG13360
HoiH23_PlH23_002893	TrH2_TrispH2_011017
HoiH23_PlH23_002893	TrH2_TrispH2_011022
HoiH23_PlH23_002893	Tadh_TriadG22133
HoiH23_PlH23_002893	TrH2_TrispH2_011021
HoiH23_PlH23_002893	TrH2_TrispH2_011018
HoiH23_PlH23_002893	Tadh_TriadG54723
HoiH23_PlH23_002893	Hhon_g10025.t1
HoiH23_PlH23_002893	Hhon_g10024.t1
HoiH23_PlH23_002893	HoiH23_PlH23_011891
Hhon_g10025.t1	TrH2_TrispH2_011017
Hhon_g10025.t1	TrH2_TrispH2_011022
Hhon_g10025.t1	TrH2_TrispH2_011021
Hhon_g10025.t1	TrH2_TrispH2_011018
Hhon_g10025.t1	HoiH23_PlH23_011891
Hhon_g10025.t1	TrH2_TrispH2_011020
Hhon_g10024.t1	TrH2_TrispH2_011022
Hhon_g10024.t1	TrH2_TrispH2_011021
Hhon_g10024.t1	TrH2_TrispH2_011018
Hhon_g10024.t1	TrH2_TrispH2_011017
Hhon_g10024.t1	HoiH23_PlH23_010627
Hhon_g10024.t1	TrH2_TrispH2_011020
HoiH23_PlH23_011848	Tadh_TriadG13360
HoiH23_PlH23_011848	TrH2_TrispH2_011022
HoiH23_PlH23_011848	TrH2_TrispH2_011020
HoiH23_PlH23_011848	Tadh_TriadG22133
HoiH23_PlH23_011848	TrH2_TrispH2_011021
HoiH23_PlH23_011848	TrH2_TrispH2_011018
HoiH23_PlH23_011848	Tadh_TriadG54723
HoiH23_PlH23_011848	Hhon_g10025.t1
HoiH23_PlH23_011848	Hhon_g10024.t1
HoiH23_PlH23_011848	TrH2_TrispH2_011017
Tadh_TriadG22133	Hhon_g10024.t1
Tadh_TriadG22133	HoiH23_PlH23_010627
Tadh_TriadG22133	Hhon_g10025.t1
Tadh_TriadG22133	HoiH23_PlH23_011891
Tadh_TriadG22133	TrH2_TrispH2_011021
TrH2_TrispH2_011022	HoiH23_PlH23_010627
TrH2_TrispH2_011022	HoiH23_PlH23_011891
TrH2_TrispH2_011021	HoiH23_PlH23_010627
TrH2_TrispH2_011021	HoiH23_PlH23_011891
TrH2_TrispH2_011018	HoiH23_PlH23_010627
TrH2_TrispH2_011018	HoiH23_PlH23_011891
Tadh_TriadG54723	Hhon_g10024.t1
Tadh_TriadG54723	HoiH23_PlH23_010627
Tadh_TriadG54723	Hhon_g10025.t1
Tadh_TriadG54723	HoiH23_PlH23_011891
Tadh_TriadG54723	TrH2_TrispH2_011022
Tadh_TriadG54724	TrH2_TrispH2_011023
Tadh_TriadG54724	Hhon_g10026.t1
Hhon_g10026.t1	TrH2_TrispH2_011023
HoiH23_PlH23_011386	TrH2_TrispH2_011023
HoiH23_PlH23_011386	Tadh_TriadG54724
HoiH23_PlH23_011386	Hhon_g10026.t1
Hhon_g10023.t1	HoiH23_PlH23_010628
Hhon_g10023.t1	TrH2_TrispH2_011016
Tadh_TriadG54719	HoiH23_PlH23_010628
Tadh_TriadG54719	Hhon_g10023.t1
Tadh_TriadG54719	TrH2_TrispH2_011016
TrH2_TrispH2_011016	HoiH23_PlH23_010628
TrH2_TrispH2_011015	HoiH23_PlH23_010629
Hhon_g10021.t1	HoiH23_PlH23_010629
Hhon_g10021.t1	TrH2_TrispH2_011015
Tadh_TriadG4313	TrH2_TrispH2_011015
Tadh_TriadG4313	HoiH23_PlH23_010629
Tadh_TriadG4313	Hhon_g10021.t1
TrH2_TrispH2_011014	HoiH23_PlH23_010630
Tadh_TriadG54717	HoiH23_PlH23_010630
Tadh_TriadG54717	Hhon_g10019.t1
Tadh_TriadG54717	TrH2_TrispH2_009814
TrH2_TrispH2_009814	HoiH23_PlH23_010630
Hhon_g10019.t1	TrH2_TrispH2_011014
Hhon_g10019.t1	TrH2_TrispH2_009814
Hhon_g10019.t1	HoiH23_PlH23_010630
Tadh_TriadG52385	HoiH23_PlH23_010625
Tadh_TriadG52385	TrH2_TrispH2_000040
Tadh_TriadG52385	Hhon_g11558.t1
Hhon_g11558.t1	HoiH23_PlH23_010625
Hhon_g11558.t1	TrH2_TrispH2_000040
TrH2_TrispH2_000040	HoiH23_PlH23_010625
Tadh_TriadG12520	TrH2_TrispH2_000041
Tadh_TriadG12520	HoiH23_PlH23_010626
Tadh_TriadG12520	Hhon_g04004.t1
TrH2_TrispH2_000041	HoiH23_PlH23_010626
Hhon_g04004.t1	TrH2_TrispH2_000041
Hhon_g04004.t1	HoiH23_PlH23_010626
HoiH23_PlH23_010964	HoiH23_PlH23_011671
TrH2_TrispH2_010026	HoiH23_PlH23_010964
TrH2_TrispH2_010026	HoiH23_PlH23_011671
HoiH23_PlH23_011695	TrH2_TrispH2_010026
HoiH23_PlH23_011695	Tadh_TriadG30262
Hhon_g08714.t1	HoiH23_PlH23_011671
Hhon_g08714.t1	HoiH23_PlH23_010964
Hhon_g08713.t1	TrH2_TrispH2_010026
Hhon_g08712.t1	HoiH23_PlH23_010964
Hhon_g08712.t1	TrH2_TrispH2_010026
Tadh_TriadG30262	HoiH23_PlH23_010964
Tadh_TriadG30262	Hhon_g08718.t1
Tadh_TriadG30262	Hhon_g08713.t1
Tadh_TriadG30262	Hhon_g08712.t1
Tadh_TriadG30262	HoiH23_PlH23_011671
Tadh_TriadG30262	TrH2_TrispH2_010026
Hhon_g08717.t1	Hhon_g08714.t1
Hhon_g08717.t1	HoiH23_PlH23_011671
Hhon_g08717.t1	HoiH23_PlH23_010964
Hhon_g08718.t1	TrH2_TrispH2_010026
Hhon_g08718.t1	Hhon_g08713.t1
Hhon_g02705.t1	HoiH23_PlH23_009833
Hhon_g02705.t1	TrH2_TrispH2_006906
TrH2_TrispH2_006906	HoiH23_PlH23_009833
Tadh_TriadG28568	Hhon_g02705.t1
Tadh_TriadG28568	HoiH23_PlH23_009833
Tadh_TriadG28568	TrH2_TrispH2_006906
Tadh_TriadG28937	TrH2_TrispH2_006907
Tadh_TriadG28937	Hhon_g02704.t1
Tadh_TriadG28937	HoiH23_PlH23_009834
Hhon_g02704.t1	TrH2_TrispH2_006907
Hhon_g02704.t1	HoiH23_PlH23_009834
TrH2_TrispH2_006907	HoiH23_PlH23_009834
TrH2_TrispH2_011853	HoiH23_PlH23_009835
Tadh_wf_g7918	TrH2_TrispH2_011853
Tadh_wf_g7918	HoiH23_PlH23_009835
Tadh_wf_g7918	Hhon_g02703.t1
TrH2_TrispH2_006908	HoiH23_PlH23_009835
Hhon_g02703.t1	HoiH23_PlH23_009835
Hhon_g02703.t1	TrH2_TrispH2_011853
Hhon_g02703.t1	TrH2_TrispH2_006908
TrH2_TrispH2_005907	HoiH23_PlH23_009836
Hhon_g02701.t1	TrH2_TrispH2_005907
Hhon_g02701.t1	HoiH23_PlH23_009836
Hhon_g02701.t1	Hhon_g02699.t1
Hhon_g02699.t1	TrH2_TrispH2_005907
Hhon_g02699.t1	HoiH23_PlH23_009836
Tadh_wf_g7920	TrH2_TrispH2_005907
Tadh_wf_g7920	Hhon_g02701.t1
Tadh_wf_g7920	Hhon_g02699.t1
Tadh_wf_g7920	HoiH23_PlH23_009836
Hhon_g02700.t1	Hhon_g02698.t1
Hhon_g02700.t1	HoiH23_PlH23_009837
Hhon_g02700.t1	TrH2_TrispH2_005908
TrH2_TrispH2_005908	HoiH23_PlH23_009837
Tadh_TriadG64155	Hhon_g02698.t1
Tadh_TriadG64155	HoiH23_PlH23_009837
Tadh_TriadG64155	Hhon_g02700.t1
Tadh_TriadG64155	TrH2_TrispH2_005908
Hhon_g02698.t1	HoiH23_PlH23_009837
Hhon_g02698.t1	TrH2_TrispH2_005908
Tadh_TriadG59029	TrH2_TrispH2_005909
Tadh_TriadG59029	Hhon_g02697.t1
Tadh_TriadG59029	HoiH23_PlH23_009838
Hhon_g02697.t1	TrH2_TrispH2_005909
Hhon_g02697.t1	HoiH23_PlH23_009838
TrH2_TrispH2_005909	HoiH23_PlH23_009838
Tadh_TriadG28479	HoiH23_PlH23_009839
Tadh_TriadG28479	Hhon_g02696.t1
Tadh_TriadG28479	TrH2_TrispH2_005910
TrH2_TrispH2_005910	HoiH23_PlH23_009839
Hhon_g02696.t1	HoiH23_PlH23_009839
Hhon_g02696.t1	TrH2_TrispH2_005910
Tadh_TriadG64156	TrH2_TrispH2_005911
Tadh_TriadG64156	HoiH23_PlH23_009840
Tadh_TriadG64156	Hhon_g02695.t1
Hhon_g02695.t1	TrH2_TrispH2_005911
Hhon_g02695.t1	HoiH23_PlH23_009840
TrH2_TrispH2_005911	HoiH23_PlH23_009840
Hhon_g02693.t1	HoiH23_PlH23_009842
HoiH23_PlH23_009844	HoiH23_PlH23_009843
Hhon_g02692.t1	HoiH23_PlH23_009843
Hhon_g02692.t1	HoiH23_PlH23_009844
Hhon_g02692.t1	TrH2_TrispH2_005915
TrH2_TrispH2_005915	HoiH23_PlH23_009843
TrH2_TrispH2_005915	HoiH23_PlH23_009844
Tadh_TriadG11807	HoiH23_PlH23_011806
Tadh_TriadG11807	Hhon_g00182.t1
Tadh_TriadG11807	TrH2_TrispH2_000506
HoiH23_PlH23_011806	TrH2_TrispH2_000506
Hhon_g00182.t1	TrH2_TrispH2_000506
Hhon_g00182.t1	HoiH23_PlH23_011806
Hhon_g03434.t1	TrH2_TrispH2_007431
Hhon_g03434.t1	HoiH23_PlH23_006776
Tadh_TriadG57615	Hhon_g03434.t1
Tadh_TriadG57615	HoiH23_PlH23_006776
Tadh_TriadG57615	TrH2_TrispH2_007431
HoiH23_PlH23_006776	TrH2_TrispH2_007431
Tadh_TriadG26280	Hhon_g03429.t1
Tadh_TriadG26280	HoiH23_PlH23_006785
Hhon_g03429.t1	HoiH23_PlH23_006785
Tadh_TriadG57612	TrH2_TrispH2_007428
Tadh_TriadG57612	HoiH23_PlH23_006779
HoiH23_PlH23_006779	TrH2_TrispH2_007428
Tadh_TriadG16598	TrH2_TrispH2_007427
Tadh_TriadG16598	HoiH23_PlH23_006780
HoiH23_PlH23_006780	TrH2_TrispH2_007427
Tadh_TriadG26603	TrH2_TrispH2_007426
Tadh_TriadG26603	HoiH23_PlH23_006781
HoiH23_PlH23_006781	TrH2_TrispH2_007426
HoiH23_PlH23_006786	TrH2_TrispH2_007422
Tadh_TriadG27270	TrH2_TrispH2_007422
Tadh_TriadG27270	Hhon_g03428.t1
Tadh_TriadG27270	HoiH23_PlH23_006786
Hhon_g03428.t1	TrH2_TrispH2_007422
Hhon_g03428.t1	HoiH23_PlH23_006786
Tadh_wf_g11027	TrH2_TrispH2_006284
HoiH23_PlH23_005907	Hhon_g11004.t1
HoiH23_PlH23_005907	Tadh_TriadG33264
HoiH23_PlH23_005908	Hhon_g11003.t1
HoiH23_PlH23_005908	Tadh_TriadG33264
HoiH23_PlH23_005908	Tadh_wf_g11859
Tadh_TriadG33264	Hhon_g11004.t1
Tadh_wf_g11859	Hhon_g11003.t1
Hhon_g03423.t1	Hhon_g03422.t1
Hhon_g03423.t1	TrH2_TrispH2_007420
Hhon_g03425.t1	TrH2_TrispH2_007420
Hhon_g03424.t1	TrH2_TrispH2_007420
HoiH23_PlH23_006791	TrH2_TrispH2_007420
HoiH23_PlH23_006790	TrH2_TrispH2_007420
Hhon_g03422.t1	TrH2_TrispH2_007420
Tadh_TriadG57600	Hhon_g03423.t1
Tadh_TriadG57600	Hhon_g03425.t1
Tadh_TriadG57600	Hhon_g03424.t1
Tadh_TriadG57600	HoiH23_PlH23_006791
Tadh_TriadG57600	HoiH23_PlH23_006790
Tadh_TriadG57600	Hhon_g03422.t1
Tadh_TriadG57600	TrH2_TrispH2_007420
Hhon_g10984.t1	Hhon_g09073.t1
Hhon_g10984.t1	Hhon_g10983.t1
HoiH23_PlH23_005510	Hhon_g09073.t1
HoiH23_PlH23_005510	Hhon_g10984.t1
HoiH23_PlH23_005510	Hhon_g11834.t1
HoiH23_PlH23_005510	Hhon_g10983.t1
HoiH23_PlH23_005510	Hhon_g09074.t1
HoiH23_PlH23_005510	TrH2_TrispH2_011793
HoiH23_PlH23_010760	TrH2_TrispH2_000685
HoiH23_PlH23_010760	HoiH23_PlH23_009284
HoiH23_PlH23_010760	TrH2_TrispH2_011793
HoiH23_PlH23_009282	TrH2_TrispH2_000685
HoiH23_PlH23_009282	Hhon_g07820.t1
HoiH23_PlH23_009282	TrH2_TrispH2_011671
HoiH23_PlH23_010761	HoiH23_PlH23_010760
HoiH23_PlH23_010761	HoiH23_PlH23_009284
HoiH23_PlH23_010761	HoiH23_PlH23_009285
HoiH23_PlH23_010761	TrH2_TrispH2_011671
HoiH23_PlH23_010761	HoiH23_PlH23_009283
HoiH23_PlH23_010761	HoiH23_PlH23_010759
HoiH23_PlH23_009284	TrH2_TrispH2_000685
HoiH23_PlH23_009284	TrH2_TrispH2_011671
Tadh_TriadG59938	TrH2_TrispH2_011070
Tadh_TriadG59938	Hhon_g09074.t1
Hhon_g11449.t1	TrH2_TrispH2_011671
HoiH23_PlH23_011325	HoiH23_PlH23_009282
HoiH23_PlH23_011325	Hhon_g11449.t1
Tadh_TriadG60119	Hhon_g11834.t1
Tadh_TriadG60119	TrH2_TrispH2_011793
Tadh_TriadG60117	Hhon_g11834.t1
Tadh_TriadG60117	Hhon_g09073.t1
Tadh_TriadG60117	TrH2_TrispH2_011071
Tadh_TriadG60118	Hhon_g10982.t1
HoiH23_PlH23_010759	HoiH23_PlH23_009283
Hhon_g10983.t1	Hhon_g09073.t1
Hhon_g10983.t1	TrH2_TrispH2_011793
Hhon_g10983.t1	Hhon_g09074.t1
Hhon_g11834.t1	Hhon_g09073.t1
Hhon_g11834.t1	Hhon_g10984.t1
Hhon_g11834.t1	Hhon_g10983.t1
Hhon_g11834.t1	Hhon_g09074.t1
Hhon_g11834.t1	TrH2_TrispH2_000685
Hhon_g11834.t1	TrH2_TrispH2_000683
Hhon_g11834.t1	TrH2_TrispH2_011070
Hhon_g11834.t1	TrH2_TrispH2_011071
Hhon_g11834.t1	TrH2_TrispH2_011793
Tadh_TriadG60120	Hhon_g11834.t1
Tadh_TriadG60120	TrH2_TrispH2_011671
Hhon_g10982.t1	Hhon_g09075.t1
HoiH23_PlH23_005511	Hhon_g10982.t1
HoiH23_PlH23_005511	Hhon_g09075.t1
HoiH23_PlH23_005511	TrH2_TrispH2_011793
Tadh_TriadG60121	Hhon_g11834.t1
Tadh_TriadG60121	TrH2_TrispH2_000684
Hhon_g11447.t1	HoiH23_PlH23_009282
Hhon_g11447.t1	TrH2_TrispH2_000685
Hhon_g11447.t1	Hhon_g07820.t1
Hhon_g11448.t1	TrH2_TrispH2_011671
HoiH23_PlH23_011178	HoiH23_PlH23_010761
HoiH23_PlH23_011178	HoiH23_PlH23_010760
HoiH23_PlH23_011178	HoiH23_PlH23_009285
HoiH23_PlH23_011178	HoiH23_PlH23_009283
HoiH23_PlH23_011178	HoiH23_PlH23_010759
Hhon_g09074.t1	Hhon_g09073.t1
Hhon_g09074.t1	TrH2_TrispH2_011793
Hhon_g07820.t1	TrH2_TrispH2_000685
Tadh_TriadG28648	TrH2_TrispH2_006862
HoiH23_PlH23_000611	Tadh_TriadG28648
HoiH23_PlH23_000611	TrH2_TrispH2_006862
Tadh_TriadG31533	TrH2_TrispH2_007261
Tadh_TriadG31533	HoiH23_PlH23_008742
Tadh_TriadG31533	Hhon_g11018.t1
Tadh_TriadG31533	HoiH23_PlH23_008741
HoiH23_PlH23_008742	HoiH23_PlH23_008741
Hhon_g11018.t1	TrH2_TrispH2_007261
Hhon_g11018.t1	HoiH23_PlH23_008742
Hhon_g11018.t1	HoiH23_PlH23_008741
TrH2_TrispH2_007261	HoiH23_PlH23_008742
TrH2_TrispH2_007261	HoiH23_PlH23_008741
Tadh_TriadG60854	HoiH23_PlH23_008743
Tadh_TriadG60854	Hhon_g11017.t1
Tadh_TriadG60854	TrH2_TrispH2_007262
Hhon_g11017.t1	HoiH23_PlH23_008743
Hhon_g11017.t1	TrH2_TrispH2_007262
TrH2_TrispH2_007262	HoiH23_PlH23_008743
TrH2_TrispH2_009072	HoiH23_PlH23_008745
Tadh_TriadG60920	HoiH23_PlH23_008745
Tadh_TriadG60920	Hhon_g11015.t1
Tadh_TriadG60920	TrH2_TrispH2_009072
TrH2_TrispH2_009073	HoiH23_PlH23_008745
Tadh_TriadG60921	TrH2_TrispH2_009073
Tadh_TriadG60921	HoiH23_PlH23_008745
Tadh_TriadG60921	Hhon_g11015.t1
Hhon_g11015.t1	HoiH23_PlH23_008745
Hhon_g11015.t1	TrH2_TrispH2_009072
Hhon_g11015.t1	TrH2_TrispH2_009073
HoiH23_PlH23_008749	HoiH23_PlH23_008747
Hhon_g11013.t1	HoiH23_PlH23_008749
Hhon_g11013.t1	HoiH23_PlH23_008747
Tadh_TriadG60909	TrH2_TrispH2_009059
HoiH23_PlH23_004096	TrH2_TrispH2_003223
HoiH23_PlH23_004098	HoiH23_PlH23_004097
HoiH23_PlH23_004098	HoiH23_PlH23_004096
HoiH23_PlH23_004098	TrH2_TrispH2_003223
HoiH23_PlH23_004097	HoiH23_PlH23_004096
HoiH23_PlH23_004097	TrH2_TrispH2_003223
Tadh_wf_g9640	Hhon_g07646.t1
Tadh_wf_g9640	HoiH23_PlH23_011468
HoiH23_PlH23_004085	Tadh_TriadG60926
HoiH23_PlH23_004085	TrH2_TrispH2_011826
HoiH23_PlH23_004085	Tadh_TriadG52094
HoiH23_PlH23_004085	Tadh_wf_g9640
HoiH23_PlH23_004085	TrH2_TrispH2_010598
Tadh_TriadG60926	Hhon_g07646.t1
Tadh_TriadG60926	HoiH23_PlH23_011468
Tadh_TriadG60926	Tadh_TriadG52094
Tadh_TriadG60926	TrH2_TrispH2_011826
TrH2_TrispH2_011826	HoiH23_PlH23_011468
Hhon_g07646.t1	TrH2_TrispH2_011826
Hhon_g07646.t1	TrH2_TrispH2_010598
Tadh_TriadG52094	Hhon_g07646.t1
Tadh_TriadG52094	HoiH23_PlH23_011468
Tadh_TriadG52094	TrH2_TrispH2_011826
Tadh_hyp_clust3261	TrH2_TrispH2_010598
Tadh_hyp_clust3261	Hhon_g07646.t1
HoiH23_PlH23_004086	Tadh_TriadG60926
HoiH23_PlH23_004086	TrH2_TrispH2_011826
HoiH23_PlH23_004086	Tadh_TriadG52094
HoiH23_PlH23_004086	Tadh_wf_g9640
HoiH23_PlH23_004086	Tadh_hyp_clust3261
HoiH23_PlH23_004086	TrH2_TrispH2_010598
HoiH23_PlH23_004086	Hhon_g07646.t1
Tadh_TriadG8692	TrH2_TrispH2_009661
Hhon_g11011.t1	TrH2_TrispH2_009071
Tadh_TriadG31001	TrH2_TrispH2_011475
Tadh_TriadG31001	TrH2_TrispH2_011589
Tadh_TriadG9323	TrH2_TrispH2_009071
Tadh_TriadG9323	Hhon_g11011.t1
Tadh_TriadG9323	HoiH23_PlH23_008751
Tadh_TriadG9323	Hhon_g09330.t1
HoiH23_PlH23_008751	TrH2_TrispH2_009071
Hhon_g09330.t1	TrH2_TrispH2_009071
TrH2_TrispH2_011589	TrH2_TrispH2_011475
Hhon_g10917.t1	Hhon_g10916.t1
Hhon_g10917.t1	TrH2_TrispH2_010594
Hhon_g07648.t1	TrH2_TrispH2_010596
Tadh_TriadG51907	TrH2_TrispH2_010592
Tadh_TriadG51908	Hhon_g10917.t1
Tadh_TriadG51908	Hhon_g10916.t1
Tadh_TriadG51908	TrH2_TrispH2_010594
Tadh_TriadG51908	Hhon_g11456.t1
Tadh_TriadG51908	Hhon_g07649.t1
HoiH23_PlH23_007557	Hhon_g11458.t1
HoiH23_PlH23_007557	Hhon_g07648.t1
HoiH23_PlH23_007557	Hhon_g11457.t1
HoiH23_PlH23_007557	TrH2_TrispH2_010596
Hhon_g07649.t1	TrH2_TrispH2_010597
HoiH23_PlH23_004090	Hhon_g11458.t1
HoiH23_PlH23_004090	Hhon_g07648.t1
HoiH23_PlH23_004090	Hhon_g11457.t1
HoiH23_PlH23_004090	TrH2_TrispH2_010596
HoiH23_PlH23_004090	HoiH23_PlH23_007557
HoiH23_PlH23_004090	HoiH23_PlH23_004089
