Cragig_G12931	Procro_g24553
Cragig_G3272	Procro_g20440
Procro_g6951	Cragig_G15083
Procro_g6951	Cragig_G16453
Cragig_G15206	Procro_g19217
Procro_g896	Cragig_G11954
Cragig_G21182	Procro_g25493
Procro_g8640	Cragig_G12709
Cragig_G27393	Procro_g30027
Procro_g1392	Cragig_G3150
Cragig_G10861	Procro_g38095
Cragig_G16562	Procro_g32151
Cragig_G22997	Procro_g31984
Cragig_G29364	Procro_g20057
Procro_g7655	Cragig_G10289
Cragig_G12543	Procro_g35505
Procro_g5472	Cragig_G13767
Procro_g5472	Cragig_G13364
Cragig_G13945	Procro_g12720
Cragig_G13945	Procro_g33876
Cragig_G2189	Procro_g28308
Cragig_G30137	Procro_g36952
Cragig_G30136	Procro_g36952
Procro_g7047	Cragig_G956
Cragig_G21550	Procro_g11280
Procro_g9825	Cragig_G2898
Procro_g9825	Cragig_G1375
Procro_g9823	Cragig_G2898
Procro_g9823	Cragig_G1375
Procro_g16990	Cragig_G2898
Cragig_G2898	Procro_g42978
Cragig_G2898	Procro_g23998
Cragig_G2898	Procro_g23999
Cragig_G2898	Procro_g11759
Procro_g42978	Cragig_G1375
Cragig_G1375	Procro_g23998
Cragig_G1375	Procro_g23999
Cragig_G1375	Procro_g11759
Procro_g16989	Cragig_G2898
Procro_g16989	Cragig_G1375
Procro_g9201	Cragig_G2898
Procro_g9201	Cragig_G1375
Cragig_G15043	Procro_g11233
Cragig_G30121	Procro_g30027
Cragig_G25547	Procro_g30075
Cragig_G3482	Procro_g41785
Procro_g15511	Cragig_G446
Procro_g4822	Cragig_G24994
Procro_g4822	Cragig_G22625
Procro_g16764	Cragig_G27485
Cragig_G22625	Procro_g42853
Cragig_G13489	Procro_g26441
Cragig_G8186	Procro_g5607
Cragig_G7107	Procro_g5607
Cragig_G8195	Procro_g5607
Cragig_G7549	Procro_g5607
Cragig_G35508	Procro_g5607
Procro_g10395	Cragig_G34042
Procro_g10395	Cragig_G8135
Procro_g10395	Cragig_G32561
Procro_g10395	Cragig_G2942
Procro_g10395	Cragig_G22404
Procro_g10395	Cragig_G5768
Procro_g10395	Cragig_G4550
Procro_g10395	Cragig_G8207
Procro_g10395	Cragig_G8185
Procro_g10395	Cragig_G7107
Procro_g10395	Cragig_G8186
Procro_g10395	Cragig_G8188
Cragig_G7083	Procro_g5607
Procro_g6555	Cragig_G7685
Procro_g6555	Cragig_G9384
Procro_g6555	Cragig_G24010
Procro_g6555	Cragig_G6429
Procro_g6555	Cragig_G7718
Procro_g6555	Cragig_G8891
Procro_g6555	Cragig_G6424
Procro_g6555	Cragig_G6425
Procro_g6555	Cragig_G6421
Procro_g6555	Cragig_G334
Procro_g6555	Cragig_G21442
Procro_g6555	Cragig_G6426
Procro_g6555	Cragig_G22981
Procro_g6555	Cragig_G6428
Procro_g6555	Cragig_G19220
Cragig_G8188	Procro_g5607
Cragig_G3585	Procro_g5607
Cragig_G8207	Procro_g5607
Cragig_G7561	Procro_g5607
Cragig_G7463	Procro_g5607
Cragig_G7514	Procro_g5607
Cragig_G8185	Procro_g5607
Cragig_G7578	Procro_g5607
Procro_g10709	Cragig_G13415
Cragig_G21244	Procro_g39060
Cragig_G4262	Procro_g34493
Cragig_G12384	Procro_g20126
Cragig_G12384	Procro_g29566
Cragig_G23861	Procro_g23392
Cragig_G23862	Procro_g23392
Cragig_G17440	Procro_g23392
Cragig_G17439	Procro_g23392
Cragig_G20767	Procro_g25895
Procro_g17357	Cragig_G19183
Cragig_G15117	Procro_g39850
Cragig_G15117	Procro_g19051
Procro_g15736	Cragig_G15117
Cragig_G25555	Procro_g3056
Cragig_G25555	Procro_g9276
Cragig_G25555	Procro_g39290
Cragig_G25555	Procro_g22727
Cragig_G3557	Procro_g12920
Cragig_G11862	Procro_g41386
Procro_g15474	Cragig_G23312
Cragig_G26856	Procro_g32055
Procro_g8664	Cragig_G27851
Cragig_G27849	Procro_g3408
Procro_g1034	Cragig_G27851
Cragig_G27174	Procro_g30972
Cragig_G27174	Procro_g20886
Procro_g38396	Cragig_G35485
Procro_g10042	Cragig_G35485
Procro_g38395	Cragig_G35485
Cragig_G2736	Procro_g41463
Cragig_G35485	Procro_g39302
Cragig_G23111	Procro_g420
Cragig_G13087	Procro_g19952
Procro_g4637	Cragig_G11027
Procro_g43149	Cragig_G13640
Cragig_G22195	Procro_g3462
Cragig_G22261	Procro_g33120
Procro_g13878	Cragig_G24226
Cragig_G24883	Procro_g27776
Cragig_G18067	Procro_g29401
Cragig_G18069	Procro_g29401
Cragig_G24995	Procro_g37110
Procro_g16247	Cragig_G18704
Cragig_G1818	Procro_g30735
Procro_g17141	Cragig_G26471
Procro_g18339	Cragig_G15027
Procro_g18688	Cragig_G26715
Procro_g18688	Cragig_G24637
Procro_g18688	Cragig_G27729
Procro_g9510	Cragig_G26715
Procro_g9510	Cragig_G24637
Procro_g9510	Cragig_G27729
Procro_g13724	Cragig_G11139
Cragig_G11139	Procro_g12793
Cragig_G11139	Procro_g19385
Cragig_G11139	Procro_g29090
Procro_g13723	Cragig_G11139
Cragig_G3896	Procro_g22074
Procro_g18884	Cragig_G6438
Procro_g2406	Cragig_G34700
Procro_g34258	Cragig_G34700
Procro_g4296	Cragig_G34700
Procro_g35674	Cragig_G34700
Procro_g18597	Cragig_G34700
Procro_g6013	Cragig_G34700
Procro_g2362	Cragig_G34700
Cragig_G17054	Procro_g3531
Cragig_G17054	Procro_g24640
Cragig_G11850	Procro_g32544
Cragig_G11850	Procro_g21789
Procro_g14579	Cragig_G14836
Procro_g7416	Cragig_G1719
Cragig_G10938	Procro_g30704
Cragig_G3029	Procro_g34883
Procro_g15838	Cragig_G19320
Procro_g42376	Cragig_G19320
Procro_g1004	Cragig_G19320
Cragig_G15721	Procro_g41524
Procro_g8687	Cragig_G3938
Cragig_G3353	Procro_g11270
Cragig_G636	Procro_g41172
Cragig_G28539	Procro_g30832
Procro_g5354	Cragig_G1558
Cragig_G13646	Procro_g30830
Cragig_G13646	Procro_g24202
Procro_g7260	Cragig_G8220
Cragig_G19184	Procro_g24202
Cragig_G29306	Procro_g35928
Cragig_G8220	Procro_g19219
Cragig_G33698	Procro_g37705
Cragig_G14951	Procro_g37705
Cragig_G15007	Procro_g37705
Cragig_G14951	Procro_g24202
Cragig_G15007	Procro_g24202
Cragig_G14951	Procro_g35928
Cragig_G15007	Procro_g35928
Cragig_G20413	Procro_g24598
Cragig_G20413	Procro_g2542
Cragig_G11505	Procro_g24202
Cragig_G27	Procro_g42249
Cragig_G27	Procro_g27463
Cragig_G30174	Procro_g27374
Cragig_G22155	Procro_g40722
Cragig_G13530	Procro_g38551
Cragig_G30171	Procro_g35924
Cragig_G22154	Procro_g20980
Cragig_G22154	Procro_g40722
Cragig_G29	Procro_g35928
Cragig_G30176	Procro_g30830
Cragig_G35216	Procro_g40722
Cragig_G25216	Procro_g40722
Cragig_G20426	Procro_g24598
Cragig_G20426	Procro_g2542
Cragig_G822	Procro_g35927
Cragig_G13647	Procro_g27463
Procro_g10664	Cragig_G8220
Procro_g10659	Cragig_G22155
Cragig_G26998	Procro_g42249
Procro_g6404	Cragig_G30796
Cragig_G13534	Procro_g24202
Procro_g15914	Cragig_G16880
Cragig_G1955	Procro_g21655
Cragig_G14299	Procro_g24430
Cragig_G3929	Procro_g4846
Cragig_G30272	Procro_g41413
Cragig_G21539	Procro_g43210
Cragig_G21521	Procro_g43210
Procro_g18496	Cragig_G28444
Cragig_G28444	Procro_g4447
Procro_g1635	Cragig_G27035
Cragig_G5923	Procro_g19395
Cragig_G23771	Procro_g3434
Cragig_G23771	Procro_g3409
Procro_g7525	Cragig_G12479
Procro_g16245	Cragig_G11351
Cragig_G35276	Procro_g20224
Cragig_G35276	Procro_g21925
Procro_g14621	Cragig_G20803
Procro_g14621	Cragig_G20758
Procro_g14621	Cragig_G20730
Procro_g14621	Cragig_G22508
Cragig_G22508	Procro_g41163
Cragig_G26656	Procro_g41048
Cragig_G26656	Procro_g43144
Cragig_G20639	Procro_g36146
Cragig_G20803	Procro_g41163
Cragig_G20758	Procro_g41163
Cragig_G20730	Procro_g41163
Procro_g16190	Cragig_G27926
Cragig_G14316	Procro_g41239
Cragig_G10232	Procro_g23437
Cragig_G5045	Procro_g40850
Cragig_G2430	Procro_g30362
Cragig_G5120	Procro_g346
Cragig_G5120	Procro_g348
Procro_g6929	Cragig_G29742
Procro_g6929	Cragig_G29745
Procro_g8873	Cragig_G27567
Procro_g8873	Cragig_G19600
Procro_g8873	Cragig_G19598
Cragig_G27567	Procro_g3543
Cragig_G27567	Procro_g40218
Cragig_G27567	Procro_g19363
Cragig_G19600	Procro_g3543
Cragig_G19600	Procro_g40218
Cragig_G19600	Procro_g19363
Cragig_G19598	Procro_g3543
Cragig_G19598	Procro_g40218
Cragig_G19598	Procro_g19363
Procro_g18794	Cragig_G30275
Procro_g18794	Cragig_G30845
Procro_g18794	Cragig_G30097
Procro_g18794	Cragig_G30285
Procro_g18794	Cragig_G30090
Procro_g18794	Cragig_G5300
Procro_g18794	Cragig_G30095
Procro_g18794	Cragig_G30098
Procro_g18794	Cragig_G29243
Procro_g18794	Cragig_G12756
Procro_g18794	Cragig_G30096
Procro_g18794	Cragig_G22810
Procro_g8187	Cragig_G28159
Cragig_G28159	Procro_g39966
Cragig_G28159	Procro_g39972
Cragig_G28159	Procro_g41207
Cragig_G28159	Procro_g42282
Cragig_G3339	Procro_g40629
Cragig_G35090	Procro_g29724
Cragig_G35090	Procro_g31305
Cragig_G35125	Procro_g37758
Cragig_G35125	Procro_g37759
Cragig_G20765	Procro_g28646
Procro_g837	Cragig_G902
Procro_g837	Cragig_G920
Cragig_G902	Procro_g20654
Cragig_G920	Procro_g20654
Procro_g17738	Cragig_G23661
Procro_g17738	Cragig_G22479
Procro_g17738	Cragig_G22838
Cragig_G15282	Procro_g38718
Cragig_G21661	Procro_g41141
Cragig_G21661	Procro_g25116
Cragig_G12199	Procro_g37216
Procro_g14473	Cragig_G11105
Procro_g7988	Cragig_G3932
Procro_g4529	Cragig_G1089
Procro_g35778	Cragig_G1089
Cragig_G17149	Procro_g3793
Cragig_G3784	Procro_g42718
Procro_g6834	Cragig_G21904
Cragig_G31824	Procro_g22886
Cragig_G5127	Procro_g22886
Cragig_G15456	Procro_g22886
Cragig_G24895	Procro_g20439
Procro_g4507	Cragig_G11306
Cragig_G1725	Procro_g30154
Cragig_G19120	Procro_g33627
Cragig_G19122	Procro_g33627
Cragig_G19125	Procro_g33627
Cragig_G19126	Procro_g33627
Cragig_G19131	Procro_g33627
Cragig_G19120	Procro_g24887
Cragig_G19122	Procro_g24887
Cragig_G19125	Procro_g24887
Cragig_G19126	Procro_g24887
Cragig_G19131	Procro_g24887
Procro_g15704	Cragig_G19120
Procro_g15704	Cragig_G19122
Procro_g15704	Cragig_G19125
Procro_g15704	Cragig_G19126
Procro_g15704	Cragig_G19131
Procro_g15704	Cragig_G19124
Procro_g15704	Cragig_G19129
Procro_g17800	Cragig_G27410
Cragig_G27410	Procro_g27393
Cragig_G24809	Procro_g32773
Cragig_G3074	Procro_g12264
Cragig_G32265	Procro_g20968
Procro_g14019	Cragig_G13468
Cragig_G13468	Procro_g30809
Procro_g10117	Cragig_G13468
Procro_g27055	Cragig_G13468
Procro_g19865	Cragig_G13468
Procro_g14018	Cragig_G13468
Procro_g23237	Cragig_G13468
Procro_g41268	Cragig_G13468
Procro_g1397	Cragig_G13468
Cragig_G3871	Procro_g30823
Procro_g7765	Cragig_G3871
Cragig_G27404	Procro_g40014
Cragig_G24591	Procro_g39146
Cragig_G25453	Procro_g39146
Procro_g9397	Cragig_G5024
Cragig_G10665	Procro_g24395
Cragig_G1589	Procro_g33168
Procro_g43047	Cragig_G11961
Cragig_G30167	Procro_g37157
Cragig_G13485	Procro_g26943
Cragig_G15773	Procro_g21420
Cragig_G13506	Procro_g26263
Cragig_G13506	Procro_g25915
Procro_g4566	Cragig_G22870
Cragig_G32752	Procro_g27020
Cragig_G35080	Procro_g39812
Cragig_G19054	Procro_g27975
Cragig_G17326	Procro_g28985
Cragig_G17326	Procro_g28984
Procro_g89	Cragig_G32219
Cragig_G24796	Procro_g37315
Cragig_G24796	Procro_g17953
Cragig_G24796	Procro_g37843
Cragig_G751	Procro_g37212
Cragig_G750	Procro_g37212
Cragig_G35159	Procro_g39439
Cragig_G35160	Procro_g39439
Procro_g1820	Cragig_G443
Procro_g953	Cragig_G443
Procro_g32662	Cragig_G443
Cragig_G28033	Procro_g4066
Procro_g10857	Cragig_G5962
Cragig_G5107	Procro_g10903
Cragig_G5105	Procro_g10903
Procro_g22714	Cragig_G9707
Procro_g18940	Cragig_G9707
Procro_g22714	Cragig_G9706
Procro_g18940	Cragig_G9706
Procro_g22714	Cragig_G9704
Procro_g18940	Cragig_G9704
Procro_g18423	Cragig_G9707
Procro_g18423	Cragig_G9706
Procro_g18423	Cragig_G9704
Cragig_G9706	Procro_g33704
Cragig_G9706	Procro_g26945
Cragig_G9706	Procro_g20696
Cragig_G9706	Procro_g16226
Cragig_G9706	Procro_g34927
Cragig_G9706	Procro_g34644
Cragig_G9706	Procro_g24236
Cragig_G9707	Procro_g33704
Cragig_G9707	Procro_g26945
Cragig_G9707	Procro_g20696
Cragig_G9707	Procro_g16226
Cragig_G9707	Procro_g34927
Cragig_G9707	Procro_g34644
Cragig_G9707	Procro_g24236
Procro_g18939	Cragig_G9707
Procro_g18939	Cragig_G9706
Procro_g18939	Cragig_G9704
Procro_g17548	Cragig_G9707
Procro_g17548	Cragig_G9706
Procro_g17548	Cragig_G9704
Cragig_G9704	Procro_g33704
Cragig_G9704	Procro_g26945
Cragig_G9704	Procro_g20696
Cragig_G9704	Procro_g16226
Cragig_G9704	Procro_g34927
Cragig_G9704	Procro_g34644
Cragig_G9704	Procro_g24236
Cragig_G9704	Procro_g41291
Cragig_G5793	Procro_g2203
Procro_g18757	Cragig_G15452
Cragig_G14427	Procro_g24192
Cragig_G3950	Procro_g40632
Cragig_G814	Procro_g437
Cragig_G814	Procro_g40632
Cragig_G1948	Procro_g1229
Cragig_G27747	Procro_g19103
Cragig_G27757	Procro_g19103
Cragig_G29637	Procro_g2059
Cragig_G29639	Procro_g2059
Cragig_G25695	Procro_g28803
Cragig_G4290	Procro_g32383
Cragig_G23796	Procro_g19075
Cragig_G15895	Procro_g19075
Procro_g18174	Cragig_G1282
Cragig_G30403	Procro_g19683
Cragig_G35499	Procro_g35861
Cragig_G18175	Procro_g23372
Cragig_G26030	Procro_g38784
Procro_g15088	Cragig_G4150
Cragig_G6397	Procro_g24757
Procro_g17069	Cragig_G15649
Cragig_G5215	Procro_g40216
Cragig_G30215	Procro_g11277
Cragig_G30215	Procro_g42389
Procro_g7050	Cragig_G15359
Procro_g14295	Cragig_G1182
Cragig_G22117	Procro_g3643
Cragig_G29631	Procro_g40874
Cragig_G13140	Procro_g39852
Cragig_G13140	Procro_g34039
Cragig_G13140	Procro_g12192
Cragig_G8115	Procro_g39852
Cragig_G8115	Procro_g34039
Cragig_G8115	Procro_g12192
Cragig_G8114	Procro_g39852
Cragig_G8114	Procro_g34039
Cragig_G8114	Procro_g12192
Cragig_G8114	Procro_g39851
Cragig_G28544	Procro_g39852
Cragig_G28544	Procro_g12192
Cragig_G28544	Procro_g39851
Cragig_G11366	Procro_g39852
Cragig_G11366	Procro_g34039
Cragig_G11366	Procro_g12192
Procro_g5918	Cragig_G27497
Procro_g7819	Cragig_G13140
Procro_g7819	Cragig_G8114
Procro_g7819	Cragig_G28544
Procro_g7819	Cragig_G8115
Procro_g7819	Cragig_G2205
Procro_g7819	Cragig_G11366
Procro_g14414	Cragig_G13140
Procro_g14414	Cragig_G8114
Procro_g14414	Cragig_G28544
Procro_g14414	Cragig_G8115
Procro_g14414	Cragig_G2205
Procro_g14414	Cragig_G11366
Cragig_G2205	Procro_g39852
Cragig_G2205	Procro_g34039
Cragig_G2205	Procro_g12192
Cragig_G3951	Procro_g3998
Cragig_G5965	Procro_g3998
Cragig_G22757	Procro_g21869
Cragig_G22757	Procro_g33324
Cragig_G92	Procro_g5796
Cragig_G23594	Procro_g25542
Cragig_G11625	Procro_g38754
Procro_g7575	Cragig_G10631
Cragig_G5261	Procro_g11142
Cragig_G5261	Procro_g11143
Cragig_G5261	Procro_g11141
Cragig_G28067	Procro_g2558
Procro_g18159	Cragig_G15080
Cragig_G7125	Procro_g4655
Cragig_G7537	Procro_g4655
Cragig_G22649	Procro_g22078
Procro_g16965	Cragig_G23186
Cragig_G2946	Procro_g4530
Cragig_G11949	Procro_g31680
Procro_g13714	Cragig_G11949
Procro_g2181	Cragig_G11949
Procro_g13714	Cragig_G12763
Procro_g2181	Cragig_G12763
Procro_g13714	Cragig_G10331
Procro_g2181	Cragig_G10331
Procro_g5738	Cragig_G12763
Cragig_G12763	Procro_g31680
Cragig_G10331	Procro_g31680
Cragig_G11325	Procro_g21234
Cragig_G20512	Procro_g26140
Procro_g25839	Cragig_G67
Procro_g8090	Cragig_G67
Cragig_G16058	Procro_g11952
Cragig_G25353	Procro_g35234
Cragig_G25355	Procro_g35234
Procro_g9400	Cragig_G29304
Cragig_G14613	Procro_g36620
Cragig_G14610	Procro_g36620
Cragig_G14606	Procro_g36620
Cragig_G10093	Procro_g10273
Procro_g14629	Cragig_G28187
Cragig_G28187	Procro_g40459
Cragig_G28187	Procro_g31460
Cragig_G32002	Procro_g11349
Procro_g768	Cragig_G23663
Cragig_G13131	Procro_g11337
Cragig_G30803	Procro_g39248
Cragig_G30803	Procro_g25198
Cragig_G30803	Procro_g38692
Cragig_G21967	Procro_g37056
Cragig_G2124	Procro_g2253
Procro_g4912	Cragig_G17600
Procro_g4912	Cragig_G17597
Cragig_G26236	Procro_g36968
Procro_g10856	Cragig_G26236
Cragig_G24847	Procro_g33016
Cragig_G24847	Procro_g2572
Procro_g8218	Cragig_G32627
Cragig_G3766	Procro_g35664
Cragig_G3766	Procro_g34926
Cragig_G4879	Procro_g35664
Cragig_G4879	Procro_g34926
Cragig_G3767	Procro_g35664
Cragig_G3767	Procro_g34926
Cragig_G16872	Procro_g35664
Procro_g9958	Cragig_G4879
Procro_g9958	Cragig_G3767
Procro_g9958	Cragig_G3766
Cragig_G1137	Procro_g3786
Cragig_G1137	Procro_g33194
Cragig_G9681	Procro_g24367
Cragig_G24552	Procro_g22389
Cragig_G24552	Procro_g35251
Cragig_G24552	Procro_g41412
Cragig_G24552	Procro_g19084
Cragig_G20487	Procro_g20114
Cragig_G15468	Procro_g31118
Cragig_G15472	Procro_g31118
Cragig_G10558	Procro_g3706
Cragig_G10559	Procro_g3706
Cragig_G23699	Procro_g30127
Cragig_G25584	Procro_g37397
Cragig_G25584	Procro_g38902
Cragig_G25584	Procro_g33921
Cragig_G25584	Procro_g3356
Cragig_G25584	Procro_g41988
Cragig_G25584	Procro_g42802
Cragig_G25584	Procro_g11733
Cragig_G25584	Procro_g33148
Cragig_G25584	Procro_g19827
Cragig_G25584	Procro_g23244
Cragig_G25584	Procro_g23245
Cragig_G25584	Procro_g23243
Cragig_G25584	Procro_g31727
Cragig_G25584	Procro_g23248
Cragig_G25584	Procro_g31726
Cragig_G25584	Procro_g24128
Cragig_G25584	Procro_g2442
Cragig_G25584	Procro_g35688
Cragig_G25584	Procro_g22004
Cragig_G25584	Procro_g35689
Procro_g18348	Cragig_G28020
Procro_g18348	Cragig_G25685
Cragig_G28020	Procro_g23243
Cragig_G28020	Procro_g19827
Cragig_G28020	Procro_g2442
Cragig_G25685	Procro_g11733
Procro_g7165	Cragig_G24684
Procro_g7166	Cragig_G24684
Procro_g7165	Cragig_G25584
Procro_g7166	Cragig_G25584
Procro_g7165	Cragig_G24682
Procro_g7166	Cragig_G24682
Procro_g7165	Cragig_G25207
Procro_g7166	Cragig_G25207
Procro_g7165	Cragig_G28027
Procro_g7165	Cragig_G28023
Procro_g7166	Cragig_G28027
Procro_g7166	Cragig_G28023
Procro_g7165	Cragig_G24315
Procro_g7166	Cragig_G24315
Procro_g7165	Cragig_G28024
Procro_g7166	Cragig_G28024
Cragig_G28021	Procro_g37397
Cragig_G28021	Procro_g38902
Cragig_G28021	Procro_g33921
Cragig_G28021	Procro_g41564
Cragig_G28021	Procro_g6226
Cragig_G28021	Procro_g3356
Cragig_G28021	Procro_g41988
Cragig_G28021	Procro_g42802
Cragig_G28021	Procro_g11733
Cragig_G28021	Procro_g33148
Cragig_G28021	Procro_g23244
Cragig_G28021	Procro_g23245
Cragig_G28021	Procro_g23243
Cragig_G28021	Procro_g19827
Cragig_G28021	Procro_g23248
Cragig_G28021	Procro_g31726
Cragig_G28021	Procro_g24128
Cragig_G28021	Procro_g42801
Cragig_G28021	Procro_g2442
Cragig_G28021	Procro_g35688
Cragig_G25207	Procro_g37397
Cragig_G25207	Procro_g38902
Cragig_G25207	Procro_g33921
Cragig_G25207	Procro_g3356
Cragig_G25207	Procro_g41988
Cragig_G25207	Procro_g42802
Cragig_G25207	Procro_g11733
Cragig_G25207	Procro_g33148
Cragig_G25207	Procro_g19827
Cragig_G25207	Procro_g23244
Cragig_G25207	Procro_g23245
Cragig_G25207	Procro_g23243
Cragig_G25207	Procro_g31727
Cragig_G25207	Procro_g23248
Cragig_G25207	Procro_g31726
Cragig_G25207	Procro_g24128
Cragig_G25207	Procro_g2442
Cragig_G25207	Procro_g35688
Cragig_G25207	Procro_g22004
Cragig_G25207	Procro_g35689
Cragig_G25686	Procro_g33147
Cragig_G25686	Procro_g42801
Cragig_G25686	Procro_g24128
Cragig_G25686	Procro_g23248
Cragig_G28024	Procro_g33148
Cragig_G28024	Procro_g37397
Cragig_G28024	Procro_g38902
Cragig_G28024	Procro_g33921
Cragig_G28024	Procro_g19827
Cragig_G28024	Procro_g3356
Cragig_G28024	Procro_g41988
Cragig_G28024	Procro_g42802
Cragig_G28024	Procro_g23244
Cragig_G28024	Procro_g23245
Cragig_G28024	Procro_g23243
Cragig_G28024	Procro_g31727
Cragig_G28024	Procro_g23248
Cragig_G28024	Procro_g31726
Cragig_G28024	Procro_g11733
Cragig_G28024	Procro_g2442
Cragig_G28024	Procro_g35688
Cragig_G28024	Procro_g35689
Cragig_G28024	Procro_g24128
Cragig_G28024	Procro_g22004
Cragig_G24682	Procro_g23244
Cragig_G24682	Procro_g23245
Cragig_G24682	Procro_g23243
Cragig_G24682	Procro_g19827
Cragig_G24682	Procro_g31727
Cragig_G24682	Procro_g23248
Cragig_G24682	Procro_g31726
Cragig_G24682	Procro_g33921
Cragig_G24682	Procro_g11733
Cragig_G24682	Procro_g22004
Cragig_G24682	Procro_g24128
Cragig_G24684	Procro_g37397
Cragig_G24684	Procro_g38902
Cragig_G24684	Procro_g33921
Cragig_G24684	Procro_g41564
Cragig_G24684	Procro_g6226
Cragig_G24684	Procro_g3356
Cragig_G24684	Procro_g41988
Cragig_G24684	Procro_g42802
Cragig_G24684	Procro_g11733
Cragig_G24684	Procro_g33148
Cragig_G24684	Procro_g19827
Cragig_G24684	Procro_g23244
Cragig_G24684	Procro_g23245
Cragig_G24684	Procro_g23243
Cragig_G24684	Procro_g31727
Cragig_G24684	Procro_g23248
Cragig_G24684	Procro_g31726
Cragig_G24684	Procro_g24128
Cragig_G24684	Procro_g22004
Cragig_G24684	Procro_g2442
Cragig_G24684	Procro_g35688
Cragig_G24684	Procro_g35689
Cragig_G28027	Procro_g37397
Cragig_G28027	Procro_g38902
Cragig_G28023	Procro_g37397
Cragig_G28023	Procro_g38902
Cragig_G28027	Procro_g33921
Cragig_G28023	Procro_g33921
Cragig_G28027	Procro_g41564
Cragig_G28027	Procro_g6226
Cragig_G28023	Procro_g41564
Cragig_G28023	Procro_g6226
Cragig_G28027	Procro_g3356
Cragig_G28027	Procro_g41988
Cragig_G28023	Procro_g3356
Cragig_G28023	Procro_g41988
Cragig_G28027	Procro_g42802
Cragig_G28023	Procro_g42802
Cragig_G28027	Procro_g11733
Cragig_G28023	Procro_g11733
Cragig_G28027	Procro_g33148
Cragig_G28023	Procro_g33148
Cragig_G28027	Procro_g19827
Cragig_G28023	Procro_g19827
Cragig_G28027	Procro_g23244
Cragig_G28027	Procro_g23245
Cragig_G28023	Procro_g23244
Cragig_G28023	Procro_g23245
Cragig_G28027	Procro_g23243
Cragig_G28023	Procro_g23243
Cragig_G28027	Procro_g31727
Cragig_G28023	Procro_g31727
Cragig_G28027	Procro_g23248
Cragig_G28023	Procro_g23248
Cragig_G28027	Procro_g31726
Cragig_G28023	Procro_g31726
Cragig_G28027	Procro_g24128
Cragig_G28023	Procro_g24128
Cragig_G28027	Procro_g2442
Cragig_G28023	Procro_g2442
Cragig_G28027	Procro_g35688
Cragig_G28023	Procro_g35688
Cragig_G28027	Procro_g22004
Cragig_G28023	Procro_g22004
Cragig_G28027	Procro_g35689
Cragig_G28023	Procro_g35689
Cragig_G35304	Procro_g11733
Cragig_G24315	Procro_g37397
Cragig_G24315	Procro_g38902
Cragig_G24315	Procro_g33921
Cragig_G24315	Procro_g3356
Cragig_G24315	Procro_g41988
Cragig_G24315	Procro_g42802
Cragig_G24315	Procro_g11733
Cragig_G24315	Procro_g33148
Cragig_G24315	Procro_g19827
Cragig_G24315	Procro_g23244
Cragig_G24315	Procro_g23245
Cragig_G24315	Procro_g23243
Cragig_G24315	Procro_g31727
Cragig_G24315	Procro_g23248
Cragig_G24315	Procro_g31726
Cragig_G24315	Procro_g24128
Cragig_G24315	Procro_g2442
Cragig_G24315	Procro_g35688
Cragig_G24315	Procro_g22004
Cragig_G24315	Procro_g35689
Cragig_G3702	Procro_g29346
Cragig_G3698	Procro_g29346
Procro_g13759	Cragig_G27489
Cragig_G14863	Procro_g40194
Cragig_G34623	Procro_g4898
Procro_g4898	Cragig_G25666
Procro_g4898	Cragig_G24239
Cragig_G34622	Procro_g4897
Cragig_G12545	Procro_g28675
Procro_g5549	Cragig_G11693
Procro_g7299	Cragig_G23564
Procro_g6948	Cragig_G32753
Cragig_G20211	Procro_g24189
Cragig_G5444	Procro_g25156
Cragig_G27098	Procro_g43186
Cragig_G582	Procro_g29472
Cragig_G581	Procro_g29472
Cragig_G5291	Procro_g24364
Procro_g6859	Cragig_G4605
Cragig_G5934	Procro_g20447
Procro_g18543	Cragig_G5934
Cragig_G15068	Procro_g27958
Cragig_G16368	Procro_g23194
Cragig_G23886	Procro_g28524
Cragig_G24072	Procro_g28524
Procro_g15084	Cragig_G20830
Cragig_G16618	Procro_g33892
Cragig_G3336	Procro_g2884
Procro_g13346	Cragig_G1608
Procro_g38222	Cragig_G1608
Cragig_G25139	Procro_g31083
Cragig_G25139	Procro_g32615
Cragig_G2546	Procro_g23285
Cragig_G20367	Procro_g30856
Cragig_G20367	Procro_g25581
Procro_g7475	Cragig_G6301
Cragig_G10910	Procro_g34452
Cragig_G11832	Procro_g34452
Cragig_G10588	Procro_g34452
Cragig_G10146	Procro_g34452
Cragig_G12772	Procro_g34452
Cragig_G11967	Procro_g34452
Cragig_G10602	Procro_g34452
Cragig_G11833	Procro_g34452
Cragig_G21146	Procro_g12980
Cragig_G21146	Procro_g27742
Cragig_G12043	Procro_g32392
Cragig_G12046	Procro_g32392
Cragig_G12059	Procro_g32392
Cragig_G12040	Procro_g32392
Cragig_G333	Procro_g32392
Cragig_G12038	Procro_g32392
Cragig_G12056	Procro_g32392
Cragig_G12045	Procro_g32392
Cragig_G12042	Procro_g32392
Cragig_G12053	Procro_g32392
Cragig_G12051	Procro_g32392
Cragig_G12146	Procro_g32392
Cragig_G12060	Procro_g32392
Cragig_G12058	Procro_g32392
Cragig_G5936	Procro_g23502
Cragig_G13384	Procro_g38449
Cragig_G13384	Procro_g31390
Cragig_G19849	Procro_g35043
Cragig_G2022	Procro_g12949
